,UserId,SurveyId,ANS_Q1,ANS_Q2,ANS_Q3,ANS_Q4
879,178961,3,,,,
880,179198,2,,-1.0,9.0,
881,179198,3,,,,
882,179353,1,6.0,-1.0,,
883,179468,1,3.0,-1.0,,
884,179554,3,,,,
885,179917,3,,,,
886,179956,2,,-1.0,9.0,
887,180111,3,,,,
888,180402,3,,,,
889,180638,1,4.0,-1.0,,
890,180751,2,,4.0,-1.0,
891,180858,3,,,,
892,181101,2,,1.0,-1.0,
893,181176,3,,,,
894,181473,2,,0.0,-1.0,
895,181540,2,,-1.0,0.0,
896,181899,1,9.0,-1.0,,
897,182008,1,6.0,-1.0,,
898,182412,2,,-1.0,0.0,
899,182569,2,,-1.0,4.0,
900,182736,3,,,,
901,182796,2,,6.0,-1.0,
902,182871,3,,,,
903,183425,3,,,,
904,183556,2,,8.0,-1.0,
905,183894,2,,-1.0,2.0,
906,184099,2,,9.0,-1.0,
907,184153,1,-1.0,2.0,,
908,184334,3,,,,
909,184457,2,,-1.0,8.0,
910,184514,1,-1.0,2.0,,
911,184530,2,,2.0,-1.0,
912,184554,2,,-1.0,9.0,
913,184633,2,,-1.0,5.0,
914,184643,2,,-1.0,4.0,
915,184655,2,,7.0,-1.0,
916,184713,2,,-1.0,9.0,
917,185024,3,,,,
918,185356,2,,9.0,-1.0,
919,185638,1,-1.0,9.0,,
920,185883,2,,1.0,-1.0,
921,186035,2,,0.0,-1.0,
922,186045,3,,,,
923,186179,3,,,,
924,186661,1,7.0,-1.0,,
925,187180,1,4.0,-1.0,,
926,187317,2,,3.0,-1.0,
927,187686,3,,,,
928,187800,3,,,,
929,187831,2,,6.0,-1.0,
930,188252,1,-1.0,7.0,,
931,188396,2,,9.0,-1.0,
932,188822,3,,,,
933,188937,3,,,,
934,189182,1,1.0,-1.0,,
935,189345,1,4.0,-1.0,,
936,189389,3,,,,
937,189532,2,,6.0,-1.0,
938,189744,1,-1.0,1.0,,
939,189889,2,,9.0,-1.0,
940,190316,3,,,,
941,190633,2,,-1.0,8.0,
942,190647,2,,5.0,-1.0,
943,190846,3,,,,
944,191323,2,,-1.0,3.0,
945,191360,3,,,,
946,191402,2,,5.0,-1.0,
947,191474,2,,6.0,-1.0,
948,191639,2,,-1.0,7.0,
949,191737,2,,-1.0,3.0,
950,191875,3,,,,
951,191927,2,,0.0,-1.0,
952,192000,2,,-1.0,7.0,
953,192571,3,,,,
954,192717,1,-1.0,6.0,,
955,192720,1,-1.0,7.0,,
956,193046,2,,0.0,-1.0,
957,193330,3,,,,
958,193475,1,6.0,-1.0,,
959,193481,3,,,,
960,194004,2,,-1.0,4.0,
961,194114,2,,-1.0,3.0,
962,194116,1,3.0,-1.0,,
963,194297,2,,6.0,-1.0,
964,194548,2,,5.0,-1.0,
965,194633,3,,,,
966,194690,1,-1.0,3.0,,
967,194709,3,,,,
968,194725,3,,,,
969,194784,3,,,,
970,195154,3,,,,
971,195178,1,-1.0,0.0,,
972,195422,1,0.0,-1.0,,
973,196002,1,-1.0,4.0,,
974,196313,3,,,,
975,196457,1,-1.0,5.0,,
976,196469,2,,9.0,-1.0,
977,196832,1,6.0,-1.0,,
978,196876,1,6.0,-1.0,,
979,196904,2,,-1.0,4.0,
980,196946,2,,5.0,-1.0,
981,197099,2,,1.0,-1.0,
982,197190,1,-1.0,9.0,,
983,197852,3,,,,
984,197999,3,,,,
985,198284,2,,0.0,-1.0,
986,198535,3,,,,
987,198867,2,,8.0,-1.0,
988,199608,1,-1.0,9.0,,
989,199737,2,,-1.0,0.0,
990,200221,1,0.0,-1.0,,
991,200790,2,,-1.0,7.0,
992,201193,3,,,,
993,201587,2,,1.0,-1.0,
994,201607,3,,,,
995,201650,2,,0.0,-1.0,
996,201902,3,,,,
997,202137,2,,7.0,-1.0,
998,202141,2,,-1.0,5.0,
999,202191,2,,-1.0,3.0,
1000,202680,1,7.0,-1.0,,
1001,202775,3,,,,
1002,203011,3,,,,
1003,203081,1,-1.0,2.0,,
1004,203120,2,,-1.0,1.0,
1005,203299,3,,,,
1006,203585,1,-1.0,5.0,,
1007,203915,1,7.0,-1.0,,
1008,204131,2,,-1.0,9.0,
1009,204159,2,,-1.0,0.0,
1010,204537,3,,,,
1011,204707,1,4.0,-1.0,,
1012,204914,3,,,,
1013,204957,3,,,,
1014,205025,2,,4.0,-1.0,
1015,205118,2,,7.0,-1.0,
1016,205365,3,,,,
1017,205420,2,,5.0,-1.0,
1018,205423,1,-1.0,7.0,,
1019,206537,1,-1.0,3.0,,
1020,206925,2,,-1.0,0.0,
1021,207478,2,,-1.0,0.0,
1022,207629,2,,6.0,-1.0,
1023,207694,2,,-1.0,5.0,
1024,207938,3,,,,
1025,208002,2,,-1.0,9.0,
1026,208136,3,,,,
1027,208311,1,-1.0,4.0,,
1028,208335,3,,,,
1029,208478,1,-1.0,8.0,,
1030,208625,1,7.0,-1.0,,
1031,208721,1,-1.0,0.0,,
1032,208817,1,6.0,-1.0,,
1033,209050,2,,5.0,-1.0,
1034,209139,2,,7.0,-1.0,
1035,209396,3,,,,
1036,209559,1,1.0,-1.0,,
1037,209581,3,,,,
1038,209660,1,3.0,-1.0,,
1039,209965,2,,-1.0,2.0,
1040,210009,2,,8.0,-1.0,
1041,210017,2,,8.0,-1.0,
1042,210311,3,,,,
1043,210669,1,-1.0,5.0,,
1044,210893,3,,,,
1045,210975,1,0.0,-1.0,,
1046,211152,3,,,,
1047,211301,2,,8.0,-1.0,
1048,211355,2,,2.0,-1.0,
1049,211411,2,,5.0,-1.0,
1050,211432,2,,-1.0,3.0,
1051,211782,3,,,,
1052,211865,1,-1.0,0.0,,
1053,211906,3,,,,
1054,211957,1,6.0,-1.0,,
1055,212675,2,,-1.0,3.0,
1056,212676,1,6.0,-1.0,,
1057,212695,1,7.0,-1.0,,
1058,212745,3,,,,
1059,212848,1,-1.0,9.0,,
1060,212872,3,,,,
1061,213210,3,,,,
1062,213248,1,6.0,-1.0,,
1063,213533,3,,,,
1064,213855,1,-1.0,1.0,,
1065,213889,2,,1.0,-1.0,
1066,213941,3,,,,
1067,213973,2,,-1.0,1.0,
1068,214000,2,,-1.0,0.0,
1069,214514,2,,-1.0,4.0,
1070,214715,3,,,,
1071,214938,1,8.0,-1.0,,
1072,214957,3,,,,
1073,215171,1,6.0,-1.0,,
1074,215364,2,,-1.0,4.0,
1075,215473,2,,0.0,-1.0,
1076,215675,1,-1.0,0.0,,
1077,215875,1,-1.0,2.0,,
1078,216150,2,,-1.0,8.0,
1079,216155,3,,,,
1080,216319,1,-1.0,0.0,,
1081,216448,3,,,,
1082,216488,3,,,,
1083,216596,2,,2.0,-1.0,
1084,216787,1,-1.0,6.0,,
1085,216862,1,-1.0,2.0,,
1086,216876,1,-1.0,0.0,,
1087,216969,2,,7.0,-1.0,
1088,217107,3,,,,
1089,217335,3,,,,
1090,217865,3,,,,
1091,217982,2,,-1.0,9.0,
1092,218029,1,4.0,-1.0,,
1093,218112,3,,,,
1094,218223,3,,,,
1095,218329,3,,,,
1096,218361,3,,,,
1097,218777,2,,-1.0,6.0,
1098,219040,1,2.0,-1.0,,
1099,219152,1,9.0,-1.0,,
1100,219164,3,,,,
1101,219228,2,,2.0,-1.0,
1102,219321,2,,-1.0,8.0,
1103,219551,1,4.0,-1.0,,
1104,219638,3,,,,
1105,219711,2,,2.0,-1.0,
1106,219885,1,-1.0,0.0,,
1107,220582,2,,-1.0,5.0,
1108,220659,2,,7.0,-1.0,
1109,220907,2,,-1.0,9.0,
1110,221001,1,-1.0,8.0,,
1111,221065,1,-1.0,3.0,,
1112,221406,2,,0.0,-1.0,
1113,221469,3,,,,
1114,221582,1,-1.0,8.0,,
1115,221834,3,,,,
1116,222279,1,9.0,-1.0,,
1117,222922,2,,8.0,-1.0,
1118,223230,1,-1.0,6.0,,
1119,223846,1,8.0,-1.0,,
1120,224107,2,,5.0,-1.0,
1121,224305,2,,-1.0,5.0,
1122,224309,3,,,,
1123,224873,3,,,,
1124,224927,3,,,,
1125,225189,2,,-1.0,1.0,
1126,225313,3,,,,
1127,225762,2,,0.0,-1.0,
1128,225790,1,5.0,-1.0,,
1129,225869,2,,-1.0,7.0,
1130,225972,1,3.0,-1.0,,
1131,225998,3,,,,
1132,226334,2,,2.0,-1.0,
1133,226388,1,7.0,-1.0,,
1134,226470,2,,3.0,-1.0,
1135,226530,1,4.0,-1.0,,
1136,226659,3,,,,
1137,226663,1,-1.0,2.0,,
1138,227008,3,,,,
1139,227278,1,9.0,-1.0,,
1140,227568,1,3.0,-1.0,,
1141,227731,1,-1.0,9.0,,
1142,228253,3,,,,
1143,228258,2,,1.0,-1.0,
1144,228280,2,,4.0,-1.0,
1145,228480,3,,,,
1146,228696,1,4.0,-1.0,,
1147,229074,3,,,,
1148,229399,1,1.0,-1.0,,
1149,229571,2,,5.0,-1.0,
1150,229701,2,,-1.0,0.0,
1151,229817,1,4.0,-1.0,,
1152,230063,1,-1.0,6.0,,
1153,230249,1,0.0,-1.0,,
1154,230279,1,-1.0,0.0,,
1155,230451,1,7.0,-1.0,,
1156,230655,3,,,,
1157,230678,3,,,,
1158,231168,3,,,,
1159,231608,3,,,,
1160,231725,3,,,,
1161,231792,1,-1.0,9.0,,
1162,231803,1,4.0,-1.0,,
1163,231830,3,,,,
1164,231911,2,,6.0,-1.0,
1165,232326,1,-1.0,4.0,,
1166,232499,3,,,,
1167,233354,3,,,,
1168,233519,2,,9.0,-1.0,
1169,233569,2,,-1.0,4.0,
1170,233585,2,,6.0,-1.0,
1171,233885,3,,,,
1172,234181,2,,2.0,-1.0,
1173,234640,3,,,,
1174,235058,1,-1.0,9.0,,
1175,235146,2,,-1.0,9.0,
1176,235200,2,,-1.0,1.0,
1177,235446,1,2.0,-1.0,,
1178,235764,3,,,,
1179,236022,2,,6.0,-1.0,
1180,236053,1,-1.0,3.0,,
1181,236072,3,,,,
1182,236371,3,,,,
1183,236782,2,,3.0,-1.0,
1184,236922,3,,,,
1185,236981,2,,8.0,-1.0,
1186,237271,1,2.0,-1.0,,
1187,237301,3,,,,
1188,237635,1,-1.0,7.0,,
1189,237814,3,,,,
1190,238211,1,6.0,-1.0,,
1191,238303,3,,,,
1192,238515,3,,,,
1193,238599,1,7.0,-1.0,,
1194,238607,2,,7.0,-1.0,
1195,238764,3,,,,
1196,238778,3,,,,
1197,238784,1,4.0,-1.0,,
1198,238840,1,-1.0,7.0,,
1199,238965,1,-1.0,4.0,,
1200,239076,3,,,,
1201,239411,1,4.0,-1.0,,
1202,239449,3,,,,
1203,239538,3,,,,
1204,239775,2,,-1.0,7.0,
1205,240149,3,,,,
1206,240226,3,,,,
1207,240793,2,,-1.0,8.0,
1208,240868,2,,-1.0,6.0,
1209,241081,3,,,,
1210,241626,3,,,,
1211,242106,1,1.0,-1.0,,
1212,242215,3,,,,
1213,242630,1,2.0,-1.0,,
1214,242639,1,-1.0,9.0,,
1215,242822,1,0.0,-1.0,,
1216,243164,3,,,,
1217,243341,1,-1.0,0.0,,
1218,243769,2,,5.0,-1.0,
1219,243936,1,6.0,-1.0,,
1220,244240,3,,,,
1221,244551,3,,,,
1222,244658,3,,,,
1223,244956,1,4.0,-1.0,,
1224,245509,1,0.0,-1.0,,
1225,245559,3,,,,
1226,245659,1,9.0,-1.0,,
1227,245969,1,-1.0,7.0,,
1228,246191,2,,-1.0,2.0,
1229,246216,3,,,,
1230,246382,2,,-1.0,1.0,
1231,246523,2,,9.0,-1.0,
1232,246613,3,,,,
1233,246770,2,,-1.0,7.0,
1234,246795,1,9.0,-1.0,,
1235,246824,1,-1.0,3.0,,
1236,247176,2,,-1.0,3.0,
1237,247360,1,1.0,-1.0,,
1238,247389,3,,,,
1239,247461,2,,-1.0,9.0,
1240,247673,3,,,,
1241,247790,2,,2.0,-1.0,
1242,247981,3,,,,
1243,247988,2,,7.0,-1.0,
1244,248381,1,-1.0,2.0,,
1245,248385,3,,,,
1246,248525,1,-1.0,8.0,,
1247,248552,1,-1.0,4.0,,
1248,248716,1,9.0,-1.0,,
1249,249018,2,,-1.0,9.0,
1250,249653,1,8.0,-1.0,,
1251,249747,1,-1.0,9.0,,
1252,249764,2,,-1.0,4.0,
1253,249776,2,,-1.0,4.0,
1254,250122,1,-1.0,1.0,,
1255,250507,3,,,,
1256,250740,2,,-1.0,5.0,
1257,250764,3,,,,
1258,250865,1,6.0,-1.0,,
1259,251060,1,-1.0,9.0,,
1260,251281,2,,5.0,-1.0,
1261,251335,2,,-1.0,7.0,
1262,251353,3,,,,
1263,251473,1,7.0,-1.0,,
1264,251519,3,,,,
1265,251692,3,,,,
1266,252001,1,-1.0,3.0,,
1267,252039,2,,6.0,-1.0,
1268,252225,1,-1.0,9.0,,
1269,252295,1,-1.0,1.0,,
1270,252295,2,,-1.0,6.0,
1271,252472,3,,,,
1272,252580,3,,,,
1273,252841,2,,-1.0,0.0,
1274,252921,1,6.0,-1.0,,
1275,252987,2,,-1.0,0.0,
1276,253072,1,3.0,-1.0,,
1277,253463,2,,4.0,-1.0,
1278,253514,2,,-1.0,8.0,
1279,253532,1,8.0,-1.0,,
1280,253927,3,,,,
1281,254353,1,-1.0,9.0,,
1282,254435,1,0.0,-1.0,,
1283,255022,3,,,,
1284,255088,2,,9.0,-1.0,
1285,255263,3,,,,
1286,255809,1,-1.0,4.0,,
1287,256160,1,-1.0,8.0,,
1288,256267,1,-1.0,1.0,,
1289,257128,1,3.0,-1.0,,
1290,257309,1,4.0,-1.0,,
1291,257316,2,,0.0,-1.0,
1292,257578,3,,,,
1293,258037,3,,,,
1294,258363,1,6.0,-1.0,,
1295,258517,3,,,,
1296,258661,1,-1.0,6.0,,
1297,258965,3,,,,
1298,259070,3,,,,
1299,259659,3,,,,
1300,260265,3,,,,
1301,260296,1,7.0,-1.0,,
1302,260337,2,,-1.0,5.0,
1303,260586,2,,-1.0,4.0,
1304,260647,1,-1.0,4.0,,
1305,260974,2,,8.0,-1.0,
1306,261425,3,,,,
1307,261507,1,1.0,-1.0,,
1308,261672,2,,-1.0,8.0,
1309,261954,2,,-1.0,2.0,
1310,262007,3,,,,
1311,262382,2,,8.0,-1.0,
1312,262764,3,,,,
1313,263110,3,,,,
1314,263890,1,-1.0,9.0,,
1315,264148,1,2.0,-1.0,,
1316,264273,2,,2.0,-1.0,
1317,264291,3,,,,
1318,264500,1,3.0,-1.0,,
1319,264517,2,,1.0,-1.0,
1320,264679,3,,,,
1321,264908,3,,,,
1322,265228,2,,5.0,-1.0,
1323,265340,1,2.0,-1.0,,
1324,265478,2,,4.0,-1.0,
1325,265654,3,,,,
1326,265745,1,-1.0,1.0,,
1327,266329,3,,,,
1328,266349,1,6.0,-1.0,,
1329,266424,2,,-1.0,6.0,
1330,267041,3,,,,
1331,267140,2,,-1.0,9.0,
1332,267677,3,,,,
1333,267922,3,,,,
1334,268321,1,6.0,-1.0,,
1335,268376,2,,5.0,-1.0,
1336,268822,2,,4.0,-1.0,
1337,269426,1,-1.0,8.0,,
1338,269447,1,6.0,-1.0,,
1339,269782,3,,,,
1340,269956,2,,6.0,-1.0,
1341,270022,2,,-1.0,3.0,
1342,270024,3,,,,
1343,270037,3,,,,
1344,270252,3,,,,
1345,270338,2,,-1.0,7.0,
1346,270385,1,9.0,-1.0,,
1347,270511,1,2.0,-1.0,,
1348,270823,1,-1.0,3.0,,
1349,270995,3,,,,
1350,271300,3,,,,
1351,271305,3,,,,
1352,271379,3,,,,
1353,271447,1,1.0,-1.0,,
1354,271466,2,,5.0,-1.0,
1355,271639,3,,,,
1356,271861,2,,5.0,-1.0,
1357,272193,3,,,,
1358,272243,2,,9.0,-1.0,
1359,272490,3,,,,
1360,272795,3,,,,
1361,273505,2,,1.0,-1.0,
1362,273526,3,,,,
1363,273862,1,5.0,-1.0,,
1364,274141,1,-1.0,3.0,,
1365,274375,1,-1.0,5.0,,
1366,274487,3,,,,
1367,274557,1,2.0,-1.0,,
1368,274700,3,,,,
1369,274971,1,-1.0,9.0,,
1370,275047,2,,6.0,-1.0,
1371,275504,3,,,,
1372,275959,1,1.0,-1.0,,
1373,276031,2,,-1.0,4.0,
1374,276056,2,,-1.0,5.0,
1375,276514,2,,5.0,-1.0,
1376,276607,2,,6.0,-1.0,
1377,276719,1,7.0,-1.0,,
1378,277286,3,,,,
1379,277396,3,,,,
1380,277530,3,,,,
1381,277688,2,,0.0,-1.0,
1382,278009,1,2.0,-1.0,,
1383,278022,1,-1.0,9.0,,
1384,278103,3,,,,
1385,278216,3,,,,
1386,278351,1,-1.0,2.0,,
1387,278625,3,,,,
1388,279060,3,,,,
1389,279432,1,-1.0,4.0,,
1390,279445,3,,,,
1391,279529,2,,-1.0,3.0,
1392,279570,1,-1.0,9.0,,
1393,280294,1,-1.0,7.0,,
1394,280378,3,,,,
1395,280535,3,,,,
1396,280623,2,,-1.0,2.0,
1397,280677,2,,0.0,-1.0,
1398,280754,3,,,,
1399,281036,2,,1.0,-1.0,
1400,281062,2,,3.0,-1.0,
1401,281299,2,,-1.0,8.0,
1402,281409,2,,4.0,-1.0,
1403,281698,3,,,,
1404,281968,3,,,,
1405,282080,2,,-1.0,0.0,
1406,282463,2,,-1.0,4.0,
1407,282602,1,-1.0,8.0,,
1408,282805,2,,6.0,-1.0,
1409,283049,1,-1.0,7.0,,
1410,283051,2,,0.0,-1.0,
1411,283265,2,,-1.0,6.0,
1412,283409,2,,-1.0,9.0,
1413,283421,2,,-1.0,2.0,
1414,283514,2,,-1.0,7.0,
1415,283779,2,,-1.0,4.0,
1416,284143,3,,,,
1417,284632,1,7.0,-1.0,,
1418,284790,1,1.0,-1.0,,
1419,284886,1,2.0,-1.0,,
1420,285558,3,,,,
1421,285827,3,,,,
1422,285951,2,,8.0,-1.0,
1423,286150,1,-1.0,1.0,,
1424,286196,1,-1.0,1.0,,
1425,286221,3,,,,
1426,286698,2,,5.0,-1.0,
1427,286762,2,,1.0,-1.0,
1428,286829,1,-1.0,9.0,,
1429,286964,2,,-1.0,8.0,
1430,286967,3,,,,
1431,287016,2,,9.0,-1.0,
1432,287049,3,,,,
1433,287266,3,,,,
1434,287410,2,,-1.0,8.0,
1435,287683,3,,,,
1436,288150,3,,,,
1437,288434,3,,,,
1438,288486,3,,,,
1439,289323,3,,,,
1440,289642,3,,,,
1441,289694,1,-1.0,4.0,,
1442,289805,2,,-1.0,1.0,
1443,289887,1,8.0,-1.0,,
1444,289887,2,,8.0,-1.0,
1445,290140,2,,9.0,-1.0,
1446,290141,1,5.0,-1.0,,
1447,290214,1,-1.0,1.0,,
1448,290351,1,3.0,-1.0,,
1449,290358,2,,-1.0,3.0,
1450,290463,2,,-1.0,0.0,
1451,291749,2,,1.0,-1.0,
1452,291772,1,5.0,-1.0,,
1453,291979,1,-1.0,5.0,,
1454,291980,3,,,,
1455,292358,1,-1.0,1.0,,
1456,292433,2,,0.0,-1.0,
1457,292451,2,,-1.0,0.0,
1458,292527,3,,,,
1459,293663,2,,-1.0,9.0,
1460,293682,1,2.0,-1.0,,
1461,293716,1,-1.0,7.0,,
1462,293815,3,,,,
1463,293951,1,-1.0,0.0,,
1464,294161,2,,3.0,-1.0,
1465,294441,1,7.0,-1.0,,
1466,294841,3,,,,
1467,294913,2,,5.0,-1.0,
1468,295109,2,,-1.0,4.0,
1469,296022,1,6.0,-1.0,,
1470,296064,1,-1.0,3.0,,
1471,296236,1,8.0,-1.0,,
1472,296255,2,,7.0,-1.0,
1473,296392,1,-1.0,8.0,,
1474,296542,2,,-1.0,3.0,
1475,296556,1,9.0,-1.0,,
1476,296817,3,,,,
1477,296839,2,,-1.0,0.0,
1478,296851,3,,,,
1479,297384,2,,8.0,-1.0,
1480,297530,1,-1.0,8.0,,
1481,297584,2,,8.0,-1.0,
1482,297762,2,,-1.0,9.0,
1483,298280,3,,,,
1484,298340,2,,-1.0,2.0,
1485,298427,1,0.0,-1.0,,
1486,298565,2,,9.0,-1.0,
1487,298778,1,5.0,-1.0,,
1488,298893,2,,-1.0,3.0,
1489,298960,3,,,,
1490,299079,2,,3.0,-1.0,
1491,299185,1,-1.0,9.0,,
1492,299336,2,,3.0,-1.0,
1493,299498,3,,,,
1494,299583,3,,,,
1495,299645,2,,3.0,-1.0,
1496,299749,3,,,,
1497,299880,3,,,,
1498,299938,1,-1.0,2.0,,
1499,300027,1,3.0,-1.0,,
1500,300633,2,,-1.0,5.0,
1501,301145,2,,-1.0,6.0,
1502,302196,3,,,,
1503,302272,2,,-1.0,1.0,
1504,302369,3,,,,
1505,302408,2,,6.0,-1.0,
1506,302621,1,-1.0,5.0,,
1507,302831,2,,-1.0,1.0,
1508,302867,3,,,,
1509,302939,1,-1.0,8.0,,
1510,303654,3,,,,
1511,303659,1,-1.0,0.0,,
1512,303823,3,,,,
1513,304035,3,,,,
1514,304041,3,,,,
1515,304273,3,,,,
1516,304401,1,9.0,-1.0,,
1517,304813,2,,-1.0,9.0,
1518,304915,3,,,,
1519,305135,3,,,,
1520,305635,1,-1.0,6.0,,
1521,305882,2,,3.0,-1.0,
1522,306314,1,5.0,-1.0,,
1523,306479,2,,1.0,-1.0,
1524,307194,2,,1.0,-1.0,
1525,307228,1,-1.0,0.0,,
1526,307513,2,,4.0,-1.0,
1527,307812,2,,-1.0,9.0,
1528,308156,3,,,,
1529,308407,2,,6.0,-1.0,
1530,308916,1,-1.0,8.0,,
1531,309264,3,,,,
1532,309273,2,,8.0,-1.0,
1533,309273,3,,,,
1534,309318,1,8.0,-1.0,,
1535,309390,1,-1.0,9.0,,
1536,309572,2,,-1.0,0.0,
1537,309584,1,0.0,-1.0,,
1538,310733,2,,-1.0,1.0,
1539,310832,2,,6.0,-1.0,
1540,311077,2,,-1.0,2.0,
1541,311112,3,,,,
1542,311144,1,-1.0,8.0,,
1543,311238,1,-1.0,2.0,,
1544,311343,3,,,,
1545,311737,2,,-1.0,8.0,
1546,312228,1,-1.0,9.0,,
1547,312482,1,1.0,-1.0,,
1548,312693,2,,3.0,-1.0,
1549,312797,2,,-1.0,1.0,
1550,312872,3,,,,
1551,312885,3,,,,
1552,312923,3,,,,
1553,313232,2,,-1.0,5.0,
1554,313285,1,7.0,-1.0,,
1555,313301,3,,,,
1556,313576,3,,,,
1557,313618,3,,,,
1558,313736,3,,,,
1559,314130,1,-1.0,2.0,,
1560,314171,3,,,,
1561,314211,2,,5.0,-1.0,
1562,314329,3,,,,
1563,314456,2,,1.0,-1.0,
1564,315154,2,,-1.0,9.0,
1565,315189,2,,-1.0,8.0,
1566,315198,3,,,,
1567,315219,2,,-1.0,0.0,
1568,315300,3,,,,
1569,315334,2,,-1.0,3.0,
1570,315343,3,,,,
1571,315414,1,-1.0,6.0,,
1572,315467,3,,,,
1573,315613,3,,,,
1574,315939,3,,,,
1575,315955,2,,2.0,-1.0,
1576,316027,1,2.0,-1.0,,
1577,316108,2,,4.0,-1.0,
1578,316169,2,,6.0,-1.0,
1579,316174,2,,2.0,-1.0,
1580,316200,2,,1.0,-1.0,
1581,316219,2,,-1.0,4.0,
1582,316269,1,-1.0,3.0,,
1583,316563,1,-1.0,8.0,,
1584,316661,2,,-1.0,7.0,
1585,316857,1,0.0,-1.0,,
1586,316890,2,,-1.0,5.0,
1587,316935,1,8.0,-1.0,,
1588,317058,3,,,,
1589,317074,2,,-1.0,2.0,
1590,317118,1,4.0,-1.0,,
1591,317167,3,,,,
1592,317344,2,,8.0,-1.0,
1593,317605,2,,-1.0,2.0,
1594,317970,3,,,,
1595,318103,1,-1.0,0.0,,
1596,318243,2,,-1.0,8.0,
1597,318377,3,,,,
1598,318574,3,,,,
1599,318581,3,,,,
1600,318735,2,,6.0,-1.0,
1601,318863,2,,6.0,-1.0,
1602,318907,1,-1.0,4.0,,
1603,319853,2,,-1.0,8.0,
1604,319891,1,2.0,-1.0,,
1605,320437,3,,,,
1606,320494,1,3.0,-1.0,,
1607,320762,2,,1.0,-1.0,
1608,320928,1,0.0,-1.0,,
1609,320970,1,1.0,-1.0,,
1610,321028,3,,,,
1611,321371,3,,,,
1612,321548,3,,,,
1613,321868,3,,,,
1614,321925,3,,,,
1615,322060,2,,-1.0,8.0,
1616,322219,2,,6.0,-1.0,
1617,322760,2,,-1.0,6.0,
1618,322821,3,,,,
1619,322875,2,,-1.0,5.0,
1620,322952,2,,-1.0,3.0,
1621,323061,3,,,,
1622,323172,3,,,,
1623,323426,3,,,,
1624,324024,1,6.0,-1.0,,
1625,324046,2,,-1.0,3.0,
1626,324103,1,-1.0,0.0,,
1627,324407,3,,,,
1628,324546,2,,4.0,-1.0,
1629,325030,1,-1.0,9.0,,
1630,325560,2,,-1.0,0.0,
1631,325647,2,,9.0,-1.0,
1632,326152,2,,5.0,-1.0,
1633,326350,3,,,,
1634,326760,1,-1.0,3.0,,
1635,326932,1,5.0,-1.0,,
1636,327214,1,9.0,-1.0,,
1637,327379,2,,-1.0,2.0,
1638,327581,1,4.0,-1.0,,
1639,327646,1,7.0,-1.0,,
1640,328319,1,4.0,-1.0,,
1641,328376,3,,,,
1642,329009,1,-1.0,9.0,,
1643,329045,3,,,,
1644,329103,2,,9.0,-1.0,
1645,329306,3,,,,
1646,329333,2,,-1.0,7.0,
1647,329470,2,,-1.0,6.0,
1648,329568,2,,7.0,-1.0,
1649,330048,1,0.0,-1.0,,
1650,330310,2,,3.0,-1.0,
1651,330643,2,,1.0,-1.0,
1652,330760,1,-1.0,5.0,,
1653,330913,1,1.0,-1.0,,
1654,331007,1,-1.0,9.0,,
1655,331041,2,,2.0,-1.0,
1656,331865,3,,,,
1657,332003,3,,,,
1658,332292,3,,,,
1659,332729,3,,,,
1660,333026,3,,,,
1661,333034,2,,3.0,-1.0,
1662,333277,1,-1.0,6.0,,
1663,333854,3,,,,
1664,333913,2,,8.0,-1.0,
1665,334224,3,,,,
1666,334338,3,,,,
1667,334438,2,,8.0,-1.0,
1668,334478,2,,1.0,-1.0,
1669,334496,2,,8.0,-1.0,
1670,335220,3,,,,
1671,335337,1,7.0,-1.0,,
1672,335481,2,,-1.0,7.0,
1673,335486,1,4.0,-1.0,,
1674,335788,1,0.0,-1.0,,
1675,335934,1,9.0,-1.0,,
1676,336040,1,-1.0,1.0,,
1677,336359,2,,9.0,-1.0,
1678,336364,1,-1.0,1.0,,
1679,336446,3,,,,
1680,336734,1,-1.0,1.0,,
1681,336899,3,,,,
1682,336967,1,-1.0,7.0,,
1683,337239,1,-1.0,7.0,,
1684,337373,1,6.0,-1.0,,
1685,337515,3,,,,
1686,337927,2,,-1.0,4.0,
1687,337941,1,2.0,-1.0,,
1688,337963,3,,,,
1689,338053,1,-1.0,2.0,,
1690,338447,1,3.0,-1.0,,
1691,338772,1,-1.0,6.0,,
1692,338839,3,,,,
1693,339661,2,,-1.0,4.0,
1694,339698,2,,-1.0,1.0,
1695,339773,2,,1.0,-1.0,
1696,340116,2,,9.0,-1.0,
1697,340281,2,,3.0,-1.0,
1698,340384,3,,,,
1699,340467,2,,0.0,-1.0,
1700,340584,2,,6.0,-1.0,
1701,340798,3,,,,
1702,340872,1,2.0,-1.0,,
1703,341374,2,,-1.0,1.0,
1704,341424,3,,,,
1705,341461,1,4.0,-1.0,,
1706,341835,1,4.0,-1.0,,
1707,341877,3,,,,
1708,342184,2,,2.0,-1.0,
1709,342897,3,,,,
1710,343388,1,-1.0,5.0,,
1711,343446,1,6.0,-1.0,,
1712,343615,1,-1.0,1.0,,
1713,343665,2,,-1.0,0.0,
1714,344058,2,,-1.0,6.0,
1715,344123,1,-1.0,5.0,,
1716,344197,2,,7.0,-1.0,
1717,344209,1,8.0,-1.0,,
1718,344513,3,,,,
1719,344554,1,3.0,-1.0,,
1720,345239,3,,,,
1721,345650,1,-1.0,3.0,,
1722,345668,2,,-1.0,9.0,
